num	level	id	Art	IW	EOL%	EOL	OL	
Lê_Trần_Luật	369860	0
Đồng_Luận	1243708	0
Thiên_Trường	202207	0
Kumho_Asiana_Plaza	630265	0
Trận_đồi_Độc_Lập	812602	0
Nguyễn_Thúy_Anh	1463175	0
Giải_bóng_đá_vô_địch_quốc_gia_2008	147396	0
Giải_bóng_đá_vô_địch_quốc_gia_2009	281873	0
Giải_bóng_đá_vô_địch_quốc_gia_2004	25827	0
Giải_bóng_đá_vô_địch_quốc_gia_2005	25639	0
Giải_bóng_đá_vô_địch_quốc_gia_2006	25667	0
Giải_bóng_đá_vô_địch_quốc_gia_2007	65995	0
Hồ_Quốc_Dũng	1464945	0
Vân_Lĩnh	1254004	0
Đông_Hải,_thành_phố_Thanh_Hóa	546501	0
Tân_Thành,_Hàm_Thuận_Nam	1252777	0
Khởi_nghĩa_Yên_Bái	152825	0
Hà_Xuân_Trường	64742	0
Nguyễn_Văn_Đông	38658	0
Võ_Quốc_Trung	1464884	0
Dê_núi_Ninh_Bình	317432	0
Tiến_Lợi	1253516	0
Trường_Đại_học_Tài_nguyên_-_Môi_trường_Thành_phố_Hồ_Chí_Minh	1508993	0
Hữu_Thác,_Na_Rì	867337	0
Nhà_máy_nhiệt_điện_Vũng_Áng_1	797753	0
Hậu_Lý_Nam_Đế	82183	0
Bia_ôm	519620	0
Nguyễn_Thị_Ngọc_Thanh	1395184	0
Phú_Lộc	132105	0
Thiền_viện_Vạn_Hạnh_(Đà_Lạt)	309193	0
Chùa_Thiên_Niên	485203	0
Mạc_Thái_Tông	67132	0
Ngân_Sơn	151342	0
Lý_Thái_Tông	67796	0
Miếu_Bà_Ngũ_Hành	1339171	0
Hòa_Liên	1244460	0
Luật_Dân_sự_Việt_Nam	38769	0
Nguyễn_Khắc_Niêm	227702	0
Cầu_Chày	759680	0
Hoàng_Đăng_Huệ	3191686	0
Châu_Thành,_Quỳ_Hợp	1243122	0
Lò_Hải_Ươi	1463519	0
Bùi_Văn_Nam	808558	0
Đặng_Văn_Bá	500888	0
Nghiến	118843	0
Tân_Văn,_Bình_Gia	1252838	0
Đức_thánh_Tam_Giang	1751875	0
Danh_sách_các_trường_đại_học_ở_Việt_Nam_có_đào_tạo_ngành_Kỹ_thuật_điện_tử,_truyền_thông	3214524	0
Điền_Hải,_Phong_Điền	1243500	0
Quách_Lê_Thanh	491322	0
Nam_Phú	1250910	0
Trường_Trung_học_phổ_thông_Sơn_Tây,_Hà_Nội	795476	0
Nông_nghiệp_Việt_Nam_thời_Lý	511670	0
Tân_Phú,_Thanh_Bình	799049	0
Nguyễn_Việt_Hà	3161578	0
Quản_Bạ_(xã)	1228827	0
Điện_Phước	1243537	0
Đ’Ran	3132433	0
Bành_Trạch,_Ba_Bể	866547	0
Lê_Thị_Thanh_Liên	1462893	0
Đỗ_Lý_Khiêm	114152	0
Mường_Chà_(thị_trấn)	867719	0
Vô_Tranh,_Hạ_Hòa	1254321	0
Oan_hồn_(phim_2004)	55831	0
Đặng_Thùy_Trâm	40782	0
Câu_lạc_bộ_Hà_Nội_(bóng_đá)	445434	0
Yên_Thế	138131	0
Tân_Thạnh_Tây	1241893	0
Ngọc_Hạ	888928	0
Yên_Thái,_Yên_Định	1254685	0
Thạnh_Trung,_Cái_Nước	795303	0
Chiến_khu_Đông_Triều	1059070	0
Bắc_Sơn,_Thuận_Bắc	548170	0
Tổng_giáo_phận_Hà_Nội	139918	0
An_Bình_B,_Hồng_Ngự	799327	0
Nhà_ngục_Đăk_Mil	3225156	0
Cầu_Khánh_Hội	1743930	0
Tứ_Minh	1253905	0
Cơm_2000_đồng	2361371	0
Chùa_Hội_Khánh	1422714	0
Lê_Thị_Thu_Ba	793956	0
Võ_Minh_Thức	1465080	0
Phạm_Bành	324570	0
Việt_Hưng,_Hạ_Long	1254107	0
Nguyễn_Minh_Kha	1463302	0
Huế	866	0
Ô_Cầu_Dền	1180882	0
Thới_An_Đông	1253313	0
Tri_tân_(tạp_chí)	315747	0
Lý_Thiên_Bảo	84519	0
Hoàng_Đình_Kinh	1584723	0
Dray_Sáp	415622	0
Quốc_Dân	1252061	0
Công_viên_kỷ_nguyên_Soviet	799918	0
Thường_Tín	90043	0
Hùng_Tiến,_Kim_Sơn	546792	0
Hội_Nông_dân_Việt_Nam	1751899	0
Thụy_Phúc	351049	0
Tân_Phú_Tây	495579	0
Vị_Hoàng	1254083	0
Thanh_Phú,_Sa_Pa	1253157	0
Xuân_Sách	239514	0
Cây_gạo_làng_Diên_Uẩn	441641	0
Tân_Hồng	70644	0
Khammuane	63178	0
Đắk_Nên	1262866	0
Trung_Sơn_Trầm	244538	0
Bùi_Xá	329616	0
Quyền_Linh	320168	0
Châu_Thành_A	85558	0
Câu_hò_bên_bờ_Hiền_Lương	478096	0
Thích_Trí_Quảng	501411	0
Vĩnh_Kim,_Châu_Thành	1254194	0
Quốc_lộ_37B	2622759	0
An_Cư,_Ninh_Kiều	1242140	0
Hoằng_Kim	1244594	0
Lô_Giang,_Đông_Hưng	543555	0
Chiến_dịch_Hastings	782484	0
Thạch_Hà	56606	0
Lê_Nhân_Tông	83608	0
Hòn_Đất_(thị_trấn)	1263404	0
Mỏ_Chè,_Sông_Công	342851	0
Ca_trù	32419	0
Hải_Ninh,_Quảng_Ninh,_Quảng_Bình	816015	0
Búp_sen_xanh	814232	0
Trường_Đại_học_Ngoại_ngữ_Huế	86867	0
Đại_hội_Điện_ảnh_Việt_Nam_quốc_tế	43848	0
Minh_Tiến,_Lục_Yên	1250600	0
Chu_Mạnh_Trinh	86717	0
Kênh_Bo_Bo	497600	0
Lê_Minh_Xuân_(xã)	1241855	0
Quần_đảo_Calamian	1000932	0
Huân_chương_Độc_lập_(định_hướng)	452038	0
Thạc_Gián	1252888	0
Chùa_Báo_Ân	315821	0
Đú_Sáng	1243836	0
