Neopaganesimo_in_Italia	2537596
Stadio_Magona_d'Italia	1575251
Omicidio_colposo_(ordinamento_penale_italiano)	908748
Generazione_Italia	2947288
Ardole_San_Marino	3574521
Armeno_(Italia)	35336
Coppa_Italia_di_Serie_A2_di_pallavolo_femminile_2004-2005	4835363
Federazione_Italiana_Arti_Marziali	1239897
Coppa_Italia_Dilettanti_1978-1979	4392841
Santi_Cosma_e_Damiano_(Italia)	2315102
Gruppo_Dolciario_Italiano	1553164
Ministri_della_pubblica_istruzione_della_Repubblica_Italiana	5478804
L'Italia_di_Piero	1631579
Basiliano_(Italia)	35390
Università_della_Svizzera_italiana	1975571
Armoriale_delle_famiglie_italiane_(Barom-Baz)	4796730
Referendum_abrogativi_del_1995_in_Italia	469865
Coppa_Italia_Dilettanti_2001-2002	3481424
Unione_italiana_lavoratori_metalmeccanici	1369739
Spinone_italiano	916139
Vittoria_(Italia)	474917
Internazionali_d'Italia_1988_-_Singolare_femminile	2878074
Moderati_Sammarinesi	4979658
Coppa_Italia_Primavera_2004-2005	4911212
Organigramma_dell'Esercito_Italiano	903640
Vaticinia_di_Nostradamus	265035
Andreis_(Italia)	36142
Internazionali_d'Italia_1987_-_Singolare_maschile	3801384
Serie_A2_italiana_di_pallavolo_maschile_2012-2013	4165559
Accademia_italiana_di_scienze_forestali	2494795
Coppa_Italia_Dilettanti_1997-1998	4382166
Corpo_della_Gendarmeria_dello_Stato_della_Città_del_Vaticano	669450
Cluster_(gruppo_musicale_italiano)	1800349
H_6_(sommergibile_Italia)	3164421
Telecom_Italia	25126
Nazionale_B_di_calcio_di_San_Marino	1759232
Codex_Vaticanus	572592
Cinesi_in_Italia	3578928
Internazionali_d'Italia_di_tennis_(singolare_femminile)	447095
Comuni_d'Italia_(J)	2729912
Le_sigle_originali_dei_cartoni_di_Italia_Uno	3793811
Caravaggio_(Italia)	2639469
Articolo_2_della_Costituzione_italiana	1365391
Discovery_Science_(Italia)	535393
Coppa_Italia_Dilettanti_Campania_1995-1996	5237923
Coppa_Italia_(pallanuoto_maschile)	1668131
Coppa_Italia_Serie_C_1997-1998_(fase_a_gironi)	5396533
Ministri_per_gli_interventi_straordinari_nel_Mezzogiorno_della_Repubblica_Italiana	5492165
Rete_celere_del_Canton_Ticino	2056256
Serie_A2_italiana_di_pallavolo_maschile_2007-2008	1689264
Nazionale_Under-16_di_pallacanestro_dell'Italia	1895930
Internazionali_d'Italia_1993_-_Singolare_maschile	2555786
Campioni_italiani_assoluti_di_atletica_leggera_-_Staffetta_4×800_metri_femminile	5063401
Aprilia_(Italia)	14385
Musei_italiani	452823
Italia_(brano_musicale)	2199526
Piazza_Italia	1079011
Internazionali_d'Italia_1980	2613951
Internazionali_d'Italia_1981	2613929
Internazionali_d'Italia_1982	2613922
Internazionali_d'Italia_1983	2613901
Internazionali_d'Italia_1984	2613459
Internazionali_d'Italia_1985	2613430
Internazionali_d'Italia_1986	2613417
Internazionali_d'Italia_1987	2613357
Internazionali_d'Italia_1988	2613340
