Reykhólahreppur	20043
Borgarfjarðarsýsla	31524
Háaleiti_og_Bústaðir	30362
Landbúnaðarháskóli_Íslands	35242
Geldungur	88660
Jökulsá_á_Dal	71683
Skötufjörður	58942
Húnaflói	25583
Selfoss_(foss)	31956
Friðarsúlan	55167
Brúará	23904
Þingvellir	1986
Flóahreppur	27908
Nornahraun	126184
Háskólinn_á_Bifröst	31132
Laugar	21918
Austur-Barðastrandarsýsla	37959
Kaldbakur_(Vestfjörðum)	51417
Listasafnið_á_Akureyri	80907
Hörgársveit	18003
Stjórnarráð_Íslands	52649
Fróðárheiði	89262
Hengill	63784
Suðureyri	32143
Norður-Múlasýsla	35219
Aðaldalur	91792
Nautabú_í_Skagafirði	24856
Neskaupstaður	23942
Bæjarhreppur_(Strandasýslu)	8390
Djúpivogur	32128
Grindavík	3352
Kauphöll_Íslands	98082
Hellnar	68637
Geitland	88993
Grímsvötn	3967
Reykjahlíð	32149
Aldeyjarfoss	85568
Skagabyggð	20205
Lindakirkja	99151
Kaldrananeshreppur	1557
Skeiðarárjökull	68918
Vatnsfjörður_(Barðaströnd)	86268
Norðurþing	27888
Listasafn_Íslands	24321
Grímsstaðir	36057
Íþróttahöllin_í_Laugardal	28890
Búlandstindur	64578
Salurinn	99138
Skálholt	2350
Framhaldsskólinn_í_Austur-Skaftafellssýslu	32332
Heggstaðanes	49498
Hegranes	25579
Mýrdalshreppur	20053
Bæjarins_beztu_pylsur	16351
Botnstjörn	96148
Brennisteinsfjöll	64070
Hestfjörður	64354
Patreksfjörður	30379
Lóndrangar	88790
Gufunes	59270
Safnahúsið_við_Hverfisgötu	85373
Stöðvarfjörður	32122
Kambanes	36070
Hrappsey	87618
Sólmyrkvinn_12._ágúst_2026	127383
Þorskafjörður	64446
Hrísey	1714
Bolungarvíkurgöng	92115
Fjallabak	66325
Fjölbrautaskólinn_í_Breiðholti	5199
Hrolleifsdalur	79103
Mjóifjörður_(Ísafjarðardjúpi)	55795
Grjótagjá	56082
Ólafsvík	4895
Helgafell_(Snæfellsnesi)	86564
Þrándarjökull	78376
Geirþjófsfjörður	62837
Laufás_(Grýtubakkahreppi)	67011
Grótta	85863
Seltjarnarnesbær	20366
Norður-Ísafjarðarsýsla	31528
Reykholt_(Árnessýslu)	22785
Scoresbysund_(fjörður)	34141
Húsafell	36105
Salalaug	99148
Sveitarfélagið_Hornafjörður	5639
Hlöðuvík	83100
Búðir	88918
